id,country_code,lat,lng,tweet
330,en,29.277994,48.067819,"20 km morning run  (@ Mishref Walk/run Track in Kuwait City, Hawally Governorate) https://t.co/rNMtRBhLYC"
331,ar,29.596249,31.570606,  https://t.co/P0c5Q29P0l
332,en,-26.2761385,27.968098,Good morning
333,ar,28.3500825,46.0327485,@Miatll   
334,en,-1.2748635,36.86362,#WanyonyiTenaWestlands @HonTimWanyonyi giving out funds for bursaries early this year @RailaOdinga @KideroEvans https://t.co/U08SQe2Z8R
335,ar,26.0557735,43.9776075,    
336,und,32.3965425,53.6749745,"         . (@ Mashhad Milk Powder |    in Mashhad, Razavi Khorasan) https://t.co/jOiuz6bGoi"
337,ar,18.303816,42.533355,@oaljama @K_H_AlMalki                        
338,ar,27.273696,48.412647,            !           !
339,ar,21.5857105,39.2541285,@n95_otb @9Khaled5  !
340,tl,33.8733655,35.8495145,Pinag pray kita @aldenrichards02  sana gumaling ka kaagad  #ALDUBxDTBYin10Days https://t.co/4uFmPKZoH5
341,ar,25.887142,43.5217445,                   https://t.co/etV8c5PTot
342,en,25.324668,51.5391425,#doha #qatari #airport #amazing #andyroper @RDJExecSearch #recruitment @ Hamad International https://t.co/03xpgB5MGx
343,tr,37.038192,30.8388225,"I'm at Antalya Havaliman in Muratpaa, Antalya https://t.co/Dp0rKETmMu"
344,und,-29.6164,30.3537815,@Silab04 @krazykaitlyn134 @DrWidad_A @69_elsye @kittylaroar @PinkFluff1888 @ZUTHIM https://t.co/9XYK4lNAzr
345,und,-17.866637,31.06421, https://t.co/qmS7o9ANdR
346,und,16.703271,42.9683215,https://t.co/5i55Yih0MW
347,en,-31.438098,19.77702,Still waiting for your analysis on #BankCorruption https://t.co/zOBJGhw8UH
348,en,9.0427605,8.6716155,#Np @Iam_DrPaul x Soul Solace #Yahweh on #UnaWakeUpShow #KpamkpamJimjimFriday w/@bigmoNaija x @iamKeneri
349,tl,23.895049,53.65571,I'm at NYUAD Fitness Center - @nyuadartscenter in Abu Dhabi https://t.co/P9YB8PMIgK
350,en,-33.907562,25.555316,I woke up like diiiis  https://t.co/Mk2nd68iNv
351,ar,24.7219435,46.685077,@noy_era @abu3zoz00                 
352,en,5.6231985,-0.1842935,Pls my faerthe &amp;my lord my pary this morni everry balssin in the up the dont me miss it sa amini https://t.co/90RdRPWrOT
353,en,9.0427605,8.6716155,#Np Life by Desree#GoodMorningNIgeriaShow with @UsoroEdima @Kenyatta7D #TGIF https://t.co/APoEkCjqwo https://t.co/kFEKDGWa8M
354,en,7.154428,3.3524415,Na person wey no geh Hope dey envy his next man...! That's not my lines tho! #PlanWell @ Lafenwa https://t.co/MXpjIhafvJ
355,ar,29.596249,31.570606,             () https://t.co/Gl22PaUul9
356,en,6.3349545,5.641288,I am single fah!! https://t.co/KjUDRbWYLO
357,en,26.6510615,49.8677985,Happening in Dammam  grabe ung ulan!!! https://t.co/uYUHHnj9Vq
358,en,-4.0333775,21.7538085,"current weather in Kisangani: light rain, 22C95% humidity, wind 1kmh, pressure 976mb"
359,en,4.929526,-1.756256,@kakaliscious I can carry you 
360,en,-1.2748635,36.86362,Approximately 90% of the residents surveyed in Mukuru had formal education to standard 8 Pri level #OneCityOnePeople
398,und,35.135671,33.437825,@FOXhaber
361,und,29.596249,31.570606,@MoazAssem https://t.co/POY1IA9tPH
362,en,0.2892675,32.56916,I hate it when I get too busy for tl..... Thank God for loyal friends who hala at me when there is action going down here 
363,el,37.0817305,23.5035255,I'm at   https://t.co/owfLlf1RA8
364,ar,24.7219435,46.685077,    
365,en,-28.5126035,28.8157765,@pookieBabe4 I nou
366,en,23.895049,53.65571,I'm at @AbuDhabiLife in Abu Dhabi https://t.co/B8oFmmo2wc
367,en,-1.3026795,36.884791,Good Morning Fam ... #GetInspired https://t.co/7YmDmxTosQ
368,ar,24.7219435,46.685077,#__#___    #_  https://t.co/MxbRCvcYAS
369,ar,31.6727,36.4648745,         !
370,ar,29.000369,29.2730235,           ! 
371,en,-0.067814,37.905184,"What Spark tips comes with pricing? Creating value for your products,don't set prices to be too high or too low https://t.co/RRbyqVgx20"
372,und,-29.6164,30.3537815,@betabel54 @emadothman3 @barbie_bitch_00 @folaqpa @lola40492359 @NIEVES_MARIBEL @MaxiTovr @ychw34 https://t.co/P8r8JJv2Lu
373,ar,25.952302,50.5738735,@IsraelNewsNow @TimesofIsrael       .    .
374,en,-26.2288285,28.1799355,Any day above ground is a blessing
375,in,-0.067814,37.905184,SWV lakini walikuwa juu
376,en,-34.1216575,18.4890615,So lucky to get these gorgeous old classic cook books! A whole series of 25 books each with specific theme #unique https://t.co/9uCho34mUf
377,en,38.2752785,24.508861,"@IDollyLenz deserted beach-a bikini top rolls in on a wave'.. https://t.co/rsnU5B5KQG"""
378,ar,24.0045315,47.0458795,       https://t.co/XnyIn438zh
379,en,-0.067814,37.905184,Do you agree with the government spying on Kenyans' calls and texts from this Tuesday?#THEHOTBREAKFAST with @DavidOyuke &amp; @DruMustafa
380,ar,25.952302,50.5738735,@IsraelNewsNow @TimesofIsrael          .
381,ar,24.7219435,46.685077,#PS4    4PS4 ID : iFeras_F6
382,ar,24.7219435,46.685077, :  :   #___
383,ar,26.569495,50.055943, https://t.co/e4DG3cxcKG
384,ar,33.224875,43.6853045,       https://t.co/yk5JK1VYh5
385,ar,21.18401,41.6050275,@_SAA09     
386,ar,24.4694175,46.2145085,   #  # https://t.co/2LnY8f4csw
387,en,-33.907562,25.555316,2nd Frame https://t.co/ZhLKsEDCt5
388,ar,21.5857105,39.2541285,           .
389,ar,31.342382,31.7678535,@its_NaDia__     
390,ar,25.952302,50.5738735,@777Boing @LuaLuaTV    
391,ar,23.895049,53.65571,  .
392,en,6.4931125,3.3386055,#lapogbance is now trending in #Lagoshttps://t.co/Vwj2xfsPzT https://t.co/NhTfbjhYe0
393,ar,24.462089,39.6540485,        @    https://t.co/T0E095ygfw
394,tr,36.89007,30.680889,@SairMatematikci Gnaydnnnn hocam hayrl cumalar 
395,und,-28.4794855,24.669943,https://t.co/ngG77UPwx2
396,en,0.2892675,32.56916,"If they are to like boys. There is one in particular. That nigga Kasolo Dickson#FuckOn  https://t.co/mSomIYAvz2"""""""
397,ar,29.596249,31.570606,    https://t.co/tpsnswcCbQ
399,und,29.285186,47.876412,#___ https://t.co/2wUsaLzoYc
400,ar,21.389833,39.8016865,   #_             #haidymoussa #_ https://t.co/Obmf8ZqMgR
401,en,9.0427605,8.6716155,#Np @DunsinOyekan #Amazing on #UnaWakeUpShow #KpamkpamJimjimFriday w/@bigmoNaija x @iamKeneri
402,tr,36.725115,37.122362,Hrsz bu kadar aramayan polis asker kaa grndm icin sabah 6 da beni arad kaldigim otele geldi kavgaya tututu bravo rlandal...
403,und,-26.1427115,27.8742925, https://t.co/WOVDtR1fcw
404,und,-29.6164,30.3537815,@Flandepostre @LizSouth_Fans @Anna_EFC @bowie_regina73 @NerissaaEmy @FrswAp @nico_gaia @Fishieyes16 https://t.co/YeLZ4AqGNa
405,ar,24.105024,38.1911485,#__       
406,en,-29.1065885,26.21311,@KatlegoMaboe morning Kat
407,ar,29.000369,29.2730235,@Mohamed_Fayed_               10
408,tl,-6.8788115,39.2823905,@rjkadutu @ManenoIzaak @NgekeCharles4 unahangaia naye wa mini #UNFOLLOW babaake thats best way sooner utapiga magoti
409,ar,24.7219435,46.685077,@MagdiXl 
410,ar,24.7219435,46.685077,#___   https://t.co/WBCxjMtOTu
411,ar,15.316211,30.3309045,     (@ Al Fayha) https://t.co/DLMZHKQGOt
412,tr,36.5968065,31.830576,Sabah sabah ne sagopas abi kendinize gelin ya
413,en,-25.860881,28.1361405,Like the sound of this Brooks fellow! @BafanaBafana #troublebroos https://t.co/TT0MJB7IWw
414,ar,19.965379,41.453094,     ..     #   @Alhilal_FC #__   # https://t.co/EigJwuXtBU
415,ar,24.7219435,46.685077,        #__
416,en,4.82463,7.0312755,"There is something beautiful about growing in a job with grace, learning,  creating new stuff &amp; embracing new chall https://t.co/CIktx9zLkY"
417,und,-26.2761385,27.968098, https://t.co/ZuzbGPahsf
418,ar,30.866746,31.028321,  https://t.co/9BtWZLjrPq
419,ar,21.5857105,39.2541285,    .
420,en,-26.2761385,27.968098,"The guy in the car next to me is actually navigating with the navigator and phone on his Dashboard, anyake go timela da man"
421,en,-33.907562,25.555316,2nd frame https://t.co/xfqwh11H8I
422,und,24.0045315,47.0458795,#_# https://t.co/a8iu66PhUz
423,ar,29.000369,29.2730235,         
424,ar,27.127908,49.556,#____   
425,en,0.2892675,32.56916,Y'all Better Be Ready cos it is Friday. @guvnoruganda presents the https://t.co/in0khUCv33
426,ar,24.7219435,46.685077,         . #__
427,und,5.6231985,-0.1842935, https://t.co/mqkzI8zYH2
428,en,-1.2748635,36.86362,"@Ma3Route am almost certain that traffic in Nairobi is someone's bossiness, someone/people are be benefiting"
429,en,-25.7526055,28.1840665,17 years back this time of the year a child was born on the tree in Mozambique because of cyclone Hudah ~ God bless Africa
430,en,29.311862,47.4921255,Mornings like this everyday please .
431,und,-29.6164,30.3537815,@DebraTankersle2 @asiruh266 @AprilRhynold  @SovereignAkitas @Binistin @hildacronje @Brayan54925658 https://t.co/Grf0sITobK
432,en,23.895049,53.65571,@neilabrahams11 that's it I'm off to go buy one of these things  https://t.co/fjYJ4morw5
433,ar,24.7219435,46.685077,@halshelali4  
434,ar,33.8733655,35.8495145,               https://t.co/IqJdzzcHcS
435,en,6.590611,3.318066,"Happy Birthday Sir @dele2much , wishing you all the best in Life. Godbless you for Us. On https://t.co/YpA1sXEsqi"
436,en,-34.1216575,18.4890615,It is great to see the bus lane in Cape Town is helping the police get to work early &amp; used as a taxi drop off point. Absolutely fascinating
437,es,-26.2564215,27.875272,@PSenyatsi tla reje https://t.co/AzAfp9xDej
438,ar,24.7219435,46.685077,      
439,ar,21.5857105,39.2541285,            .
440,ar,26.3535915,49.9945455,  
441,en,9.0427605,8.6716155,#Np @beatsbysarz x @DJ_TUNEZ ft @FlashWorldWide #GetUp on #UnaWakeUpShow #KpamkpamJimjimFriday w/@bigmoNaija x @iamKeneri
442,und,-26.2288285,28.1799355, https://t.co/bhyUWS3SqN
443,en,-29.1065885,26.21311,"Phenomenal Women, let's change the world. Let's build and support https://t.co/86WhzvnzZz"
444,und,23.523078,45.113681,https://t.co/b6fMYG8ODk
445,de,35.4033705,24.118633,Probiere WhatsApp Messenger fr dein Smartphone aus. Lade ihn dir einfach von https://t.co/pgz0jJr3tB herunter
446,und,21.389833,39.8016865,https://t.co/bbXQEKnLOm
447,und,-34.1216575,18.4890615,@radio786online @Truebz https://t.co/jPm87ukJpY
448,ar,28.3500825,46.0327485,@Y6llI   
449,ar,21.5857105,39.2541285,        .
450,tl,5.6231985,-0.1842935,"Hahaha @ Accra, Ghana https://t.co/qtO8aRh5gJ"
451,ar,29.596249,31.570606,     ...    19    3             
452,ar,23.523078,45.113681,                             
453,ar,24.462089,39.6540485,               https://t.co/06okjj2DwK
454,en,-26.085862,28.24308,WHY DUEPOINT? https://t.co/syYYmXQmhS https://t.co/sJw97s6RHU
455,und,-29.6164,30.3537815,@ElaineCorbett7 @ZanelBotes1994 @JulieDianeCall1 @MriaHajzer @78436505908f45c @malemalefica https://t.co/Ua1R7Uwez4
456,en,-33.907562,25.555316,1st frame  https://t.co/fbNRdGZyTX
457,en,-1.2748635,36.86362,Fine ndeches Friday
458,tr,31.342253,34.9684285,Gnaydn Gzel insanlar #Hayr l sabahlar https://t.co/qgBMtvN4Gi
459,ar,19.158766,42.8581945,  21 2017    #  # 6:00  beIN SPROT    https://t.co/LlGojBnz7T
460,en,26.307814,50.201761,. @katyperry thats what I hate about the CIA they hire good hearted people to deter me away with wrong information https://t.co/hGTqDgypZY
461,en,-22.9664185,18.4321515,1 week to go for Ann Jangle &amp; Riaan Smit! Get your tickets now for N$120 via EventsToday / Warehouse Theatre / Airt https://t.co/7kN5HZXR9w
462,und,23.523078,45.113681,https://t.co/YVE4n0JZNA
463,en,-6.8788115,39.2823905,Hellow Mbeya Lets Take it Again... titre_boy_events &amp; @kifesiofficial Wanakuletea Wasafi in https://t.co/gyqlJX6ghV
464,ar,31.061111,31.646102,  
465,und,-23.9162345,29.4770015,Lad. #Pogba #mufc  https://t.co/GHJCGWdRda
466,ne,24.7219435,46.685077,@blvpl @latthibango @YouTube   @latthibango           !
467,en,9.0427605,8.6716155,#NowOnAir i go make am by @EricArubayi #ontopthrowaybackfridaywit @Joypanam on @Naija102FM #tributetoeric #ericlivesoncc @NikkiLaoye
503,en,-22.3426325,24.6844085,Early in the morning and watching my kittens play while I try to make breakfast
468,en,33.50961,-7.5855165,TRAVELS WORLD / ARABIAN WORLD TOURISM MODERN JEDDAH City / LUXURY JEDDAH RESORTS / BEACHS MOHAMED SAUDI / REPORTI https://t.co/RJBf2hQoTx
469,und,-29.6164,30.3537815,@zamakeupartist @AdrianaPrince40 @AlinaDal_F @Lorrainefmdg @1seashells @neddublin @OpinionOficial https://t.co/NStp0DnOcR
470,en,-29.1065885,26.21311,@KatlegoMaboe morning
471,und,24.0045315,47.0458795,#_# https://t.co/uKFgPEGuOT
472,und,33.224875,43.6853045,https://t.co/OTYZl9foAS
473,ur,22.7290735,39.041685,@110_133 @naz_sakina @pirzada_fatima # bulle sha             !   
474,ar,29.596249,31.570606,     ..     .. 
475,ar,26.345051,43.9595905,@hno__991  
476,und,23.523078,45.113681,https://t.co/kfH8DC9Hvj
477,ar,24.7219435,46.685077,"    :                     """""""
478,tr,36.3582185,30.2841565,Yreiniz deki GzellikLerin VE umudun hiTkenmemesi Sknt veKederden uzak SevdiklerinizleBirlikteHuzurlu S https://t.co/meJ1i5zOPB
479,en,-33.907562,25.555316,2nd frame whooooooooo  https://t.co/TB6XIfuFp3
480,und,-20.14439,28.546494,@BlackNewsOutlet https://t.co/iOtQMFqAOo
481,ar,29.000369,29.2730235,            ..
482,ar,29.347893,47.673682,  ..   ..         ..          ..!
483,pt,23.523078,45.113681,#sex #sks #Vlpina_ariyad #Vlpina_kherj #Jns_vlpina #sesoo vlpina
484,ar,21.389833,39.8016865, # https://t.co/ScbrqlyApQ
485,ar,15.552757,48.174765,"""        :  300      ..   ... https://t.co/Rx655BhvrZ""""
486,in,-28.4794855,24.669943,""Oh satafrika https://t.co/srgRte40HR"""""""
487,en,-33.9905185,19.285871,Trump is denying citizens any democratic rights. He is delusional about how wonderful he is BUT this could end in https://t.co/hKZSmtrT4c
488,in,-6.8788115,39.2823905,@Shukuru60582735 @millardayo ili akarudie tena
489,und,-26.058708,28.060613,94.7
490,en,-26.2761385,27.968098,This wind https://t.co/Op0Oqgmprx
491,und,24.0045315,47.0458795,#_# https://t.co/A17LvbjRXP
492,en,-6.37298,34.9790315,"The more you surrender yourself to obeying the voice of the Holy Spirit, the more you become a slave of righteousne https://t.co/R4F3W31TFF"
493,en,33.8733655,35.8495145,Two brain cells. One to breath in and one to breath out. Not more. https://t.co/u14BD8BDil
494,ar,23.523078,45.113681,                             
495,und,-1.2748635,36.86362, https://t.co/zJzB5tfiBE
496,und,-29.6164,30.3537815,@sadru1950 @cresammarco @Roumal1 @NeecieMarie @O_Ojiitos @nevoghazal @gerardopoggi @dinyrose31 https://t.co/bICrdeY0UF
497,ar,21.5857105,39.2541285,            .
498,en,-25.988404,28.103551,     lmfao https://t.co/mrIr1C4inJ
499,en,-34.1216575,18.4890615,A bend in the road is not the end of the road... unless you fail to make the turn. #Quotes #Thursty with #70vibeFm https://t.co/4si8UiE5Ly
500,ar,23.523078,45.113681,@almrdasi                
