id,country_code,lat,lng,tweet,,,,
826,en,-1.2748635,36.86362,"""Need a secure and professional web host???  Thn @sasahost is here to help you grow!! Buy the package of your choice https://t.co/0lilkOwQsL""",,,,
827,und,31.297926,30.8378585,"""#NewProfilePic https://t.co/PT80YbFW45""",,,,
828,en,29.2747135,47.999451,"""Memories""",,,,
829,en,-22.3426325,24.6844085,""" enter DMs St your own risk""",,,,
830,tl,25.952302,50.5738735,"""Ang kapamilya di kailangang para pag usapan kayo ang may kailangan lol https://t.co/ymTaxnBy2E""",,,,
831,en,-25.860881,28.1361405,"""Dineo must fall. https://t.co/oIwq1ycIZG""",,,,
832,ar,21.5857105,39.2541285,"""@VodafoneEgypt            """,,,,
833,en,-11.2079395,17.835707,"""few clouds -&gt; broken cloudshumidity up 96% -&gt; 98%""",,,,
834,und,21.389833,39.8016865,"""https://t.co/KRKHAoPnER""",,,,
835,en,-26.265014,28.248846,"""#MzanziFolloTrain #GainWithTrapa #gainwithxtiandela I'm just here to gain followers...rtfollow for follow """,,,,
836,und,24.7219435,46.685077,"""#____ https://t.co/770Ltgjvaz""",,,,
837,en,-25.860881,28.1361405,"""Nao x Happy. """,,,,
838,ar,24.7219435,46.685077,"""       """,,,,
839,en,-1.2748635,36.86362,"""Biggest problem is that there are NO NEW aspiring politicians. No one feels like voting for corrupt guys #AmLiveNTV""",,,,
840,en,-1.2748635,36.86362,"""cont.. This is higher than National averages indicating just over 50% with Pri level education &amp;23% with sc education #OneCityOnePeople""",,,,
841,ar,31.1260265,32.3076275,"""                    #__""",,,,
842,und,23.523078,45.113681,"""https://t.co/3Uuo1nHTzk""",,,,
843,en,-26.2761385,27.968098,"""Manchester United dumela.""",,,,
844,en,-29.9424895,30.9383635,"""Flask  https://t.co/7a87wvzcJ1""",,,,
845,ar,26.3535915,49.9945455,"""            https://t.co/PiElMhhjtE""",,,,
846,ar,24.934458,39.4191155,"""                ,   .  #_""",,,,
847,ar,26.1269145,43.0803075,"""#____       """,,,,
848,tr,36.222733,36.17429,"""Sevgi bisikletse fizana kadar srerdim""",,,,
849,en,-26.058708,28.060613,"""I hope not.  https://t.co/WFVntolIij""",,,,
850,en,-26.2761385,27.968098,"""Safe trip to wherever you're going https://t.co/3Oy0om1PMm""",,,,
851,ar,21.5857105,39.2541285,"""                 https://t.co/zE8zn34DxU""",,,,
852,ar,31.061111,31.646102,"""       """,,,,
853,en,-26.517679,31.462823,"""Even husband dearest is pleased cz the rain reached his fields this time """,,,,
854,tl,-29.7706735,30.8270555,"""Baba ngithwale ungivikele uhambe nami undlela yonke @DJSgqemeza @zamakangcobo @Hleng_Star @BigkidYengwa  @ukhozi_fm #vmbs #goodmorning""",,,,
855,en,-1.2748635,36.86362,"""#hurtbae ...this story is triggering.""",,,,
856,ar,29.596249,31.570606,"""@lh911 @4jj__ https://t.co/bFYtAK8l1d        /     01110403561""",,,,
857,ar,26.3535915,49.9945455,"""         .""""""",,,,
858,en,26.3326345,17.26814,"""@Anghaam1 good luck """,,,,
859,en,-33.965685,22.479803,"""Well done lads  https://t.co/LABIvr1x7H""",,,,
860,en,1.3751755,32.304809,""".@DjAludah on the Decks. It's Beats Per Minute #BPM on Breakfast in the City cc @yowelie @Judithiana @KanyaRHEE https://t.co/oVJ4Www8l8""",,,,
861,en,-6.8788115,39.2823905,"""Says whoo? https://t.co/OrYoj4MG55""",,,,
862,ar,33.8733655,35.8495145,"""                   https://t.co/1pFQDJoZxb""",,,,
863,ar,19.158766,42.8581945,"""@abuali20124437  """,,,,
864,en,-26.2564215,27.875272,"""The whole album nje https://t.co/7Wf05NTMwa""",,,,
865,und,23.523078,45.113681,"""https://t.co/1i0wBlIlWs""",,,,
866,en,31.342253,34.9684285,"""Art made in spaceFirst Sculpted Artwork in Space Printed Aboard International Space Station!Naughtia Jane Stanko https://t.co/T1lI5yBUvq""",,,,
867,en,0.2892675,32.56916,"""Hey! Gdmrng... Here comes the best day of the weekkk  F.R.I.D.A.Y... #FunkyFridays happening https://t.co/OxnZ5dPkm7""",,,,
868,en,-29.900636,30.9725795,"""@nealcol despite those swap deals with Chippa now Gymah has been released from his contract ;what is going on at Mayfair""",,,,
869,en,0.69692,37.756029,"""The next question is whether the aquifer can sustain this scale of abstraction. Old boreholes are being deepened. https://t.co/7dSQXH9ztL""",,,,
870,und,-25.988404,28.103551,"""?    https://t.co/zCXbWxSCFD""",,,,
871,en,6.590611,3.318066,"""Happy birthday G @I_pissVodka!!!! Jah's blessings forever """,,,,
872,en,-0.306764,36.093007,"""Get your domain and hosting  today at 10% off  today... Get your biz online  #WhyIPreferSasaHost https://t.co/SzfUJ5SBlL""",,,,
873,en,-22.3426325,24.6844085,"""@JenniferThebe go girl you have my support""",,,,
874,ar,21.38543,40.4908105,"""@noha556w @IttiMania  """,,,,
875,und,-26.159502,27.7905325,""" cc @Luyanda16 https://t.co/81ujomp2FA""",,,,
876,iw,31.342253,34.9684285,""". . .   https://t.co/6XkROcdrsw""",,,,
877,ar,24.462089,39.6540485,"""/   ....    @redwan1433: https://t.co/pqw5WW6du5""",,,,
878,ar,21.5857105,39.2541285,"""         .""",,,,
879,ar,31.342382,31.7678535,"""   """,,,,
880,ar,30.9571165,41.0226445,"""   https://t.co/44u09s89mj""",,,,
881,ar,29.596249,31.570606,"""           -    """,,,,
882,ar,15.316211,30.3309045,"""                .    https://t.co/oeOOawrGkl""",,,,
883,ar,23.895049,53.65571,"""(   )     . #""",,,,
884,ar,27.017277,41.2337005,"""      """,,,,
885,en,-1.2748635,36.86362,"""Can't wait to go home.""",,,,
886,und,24.201688,47.457722,"""https://t.co/E43J1nzacN""",,,,
887,tr,36.222733,36.17429,"""lkbahar gibiydin sahi nereye gittin?""",,,,
888,und,23.523078,45.113681,"""https://t.co/d5QLxukWgN""",,,,
889,tl,-26.089608,30.1133,"""@realMadumane @MpumiMbethe :Bangbhadalile bantfu la Silobela ngfuna kwenta ma Swimming-lesson kulemvula ya Dinny. Yekelani losolo nibatfusa.""",,,,
890,en,-1.16659,36.80341,"""It's not about what you've lost. It's about what you still have that matters.#Nyanjaforsenatorkiambucounty2017 https://t.co/fvOolLuqjo""",,,,
891,en,-26.1427115,27.8742925,"""Thank You for the kind compliment.  https://t.co/5IJLryZ6vG""",,,,
892,en,-15.3067585,29.0953325,"""I don't remember the last time there was this much deliberate and systematic attack  on the media.""",,,,
893,ar,33.8733655,35.8495145,"""@MonaAbouHamze      #""",,,,
894,en,-26.265014,28.248846,"""@Keabie_S very cute """,,,,
895,ar,23.895049,53.65571,"""     """,,,,
896,en,-34.1216575,18.4890615,"""It's hilarious  https://t.co/st5Ntp4YWw""",,,,
897,und,-25.860881,28.1361405,"""https://t.co/qGIQ3OsrdA""",,,,
898,ar,27.017277,41.2337005,"""#____         """,,,,
899,ar,21.5857105,39.2541285,"""           """,,,,
900,en,-34.196116,22.038883,"""@michelzenni Thank you for following me! Blessings, peace and love to you from Mosselbay in sunny South Africa! """,,,,
901,ar,20.040415,41.450244,"""@SaudMalhzzani @t_saif   #_ # #_      #_   """,,,,
902,en,15.316211,30.3309045,"""NO WORDS ...  https://t.co/3w8EoW2ZR0""",,,,
903,en,-33.9905185,19.285871,"""@Bob_Mayer Good night cool Gus, Angel Gabriella Underfoot is already deep in dream land.#DogsOfTwitter https://t.co/0GLm3mRSzR""",,,,
904,ar,28.816837,48.2808815,"""                    """,,,,
905,ar,29.347893,47.673682,"""       ..                 ...!!""",,,,
906,ar,30.9571165,41.0226445,"""#     https://t.co/NkCZEPBC5b""",,,,
907,ar,23.523078,45.113681,"""                 """,,,,
908,ar,24.7219435,46.685077,"""..    .. #_  https://t.co/Uk05BOP5eD""",,,,
909,en,-26.1427115,27.8742925,"""Equality has no boundaries https://t.co/UkoyxjhpEi""",,,,
910,en,15.316211,30.3309045,"""I'm at burry beach w/ @thereal_abdrg https://t.co/N1hGgrIJhr https://t.co/ppEzcwOZUa""",,,,
911,nl,-33.901201,18.5900975,"""Kyk,  ons Butlers kan alles doen. Ook Golf karretjies ry. Lyk mooi... @ SABA - South African https://t.co/9VZ0mIx0sm""",,,,
912,ar,24.201688,47.457722,"""@liferdefempire       !""",,,,
913,ar,24.7219435,46.685077,"""@2S1___                       """,,,,
914,ar,30.866746,31.028321,"""              :D""""""",,,,
915,und,23.523078,45.113681,"""https://t.co/5ealZJKQTU""",,,,
916,en,-26.058708,28.060613,"""When you take time to talk with God, He will talk with you.""",,,,
917,en,-34.1216575,18.4890615,"""Scrumptious food ...Chef Kerry is an outstanding Chef ...we proudly have one of our student chefs doing their inter https://t.co/zHfwGIWvLI""",,,,
918,en,-1.220982,36.714519,"""Thanks to @RichardMunang for the great insights. Agric is a sure bet to ending hunger and poverty not just in Africa but also in Kenya.""",,,,
919,tr,36.89007,30.680889,"""I'm at yaam hastanesi gs hastalklar blm https://t.co/ImUsZ3XEtf""",,,,
920,en,-31.492192,25.017707,"""Everyone needs a girl with a goofy personality, who's loyal, crazy enough to keep things https://t.co/nb1qu5Lpiz""",,,,
921,en,-10.8288675,31.395003,"""Cook food well, treat drinking water always, hand washing always before touching food, avoid hand to mouth, nose, e https://t.co/LbE6XdPmJE""",,,,
922,und,24.7219435,46.685077,"""@Volkswagen https://t.co/ijpSNHU7NY""",,,,
923,en,0.5470615,33.212593,"""Good morningI vote for #Mwana was mulodiBy @zabuli_256 @ronniehabasa @KoretaYvonne @powerfmuganda""",,,,
924,ar,29.2747135,47.999451,"""         """,,,,
925,ar,24.7219435,46.685077,"""                       . """,,,,
926,en,-34.1216575,18.4890615,"""@MTshwete Don't think we will ever get a leader that was in awe of the financial sector as Thabo Mbeki .Why media fought so dirty in 2007.""",,,,
927,en,-1.2748635,36.86362,"""@HASCDemocrats SALUTE:HOUSE ARMED SERVICES COMMITTEE.DANGER TO UNITED STATES :1.AL QAEDA2.MUNGIKI TERRORISTS3. https://t.co/SniE4DJj2x""",,,,
928,ar,21.5857105,39.2541285,"""                   https://t.co/kE5jQLCJuj""",,,,
929,ar,26.6510615,49.8677985,"""       """,,,,
930,en,-1.2748635,36.86362,"""@HASCDemocrats SALUTE:HOUSE ARMED SERVICES COMMITTEE.DANGER TO UNITED STATES :1.AL QAEDA2.MUNGIKI TERRORISTS3. https://t.co/UeZEHXjVff""",,,,
931,en,-1.16659,36.80341,"""Bad decisions make good stories.#Nyanjaforsenatorkiambucounty2017 https://t.co/rJj4vZTFy2""",,,,
932,ar,31.1260265,32.3076275,"""                           """,,,,
933,ar,23.895049,53.65571,"""(   )       .#""",,,,
934,en,-26.058708,28.060613,"""Min dae! Today week is the post-budget panel discussion on @cnbcafrica https://t.co/eYp1X8RN0N""",,,,
935,ar,24.7219435,46.685077,"""                       . """,,,,
936,ar,29.596249,31.570606,"""@cnnarabic https://t.co/bFYtAK8l1d          /     01110403561""",,,,
937,und,23.523078,45.113681,"""https://t.co/eHqjdKaVsg""",,,,
938,tl,0.69692,37.756029,""" Waiyaki Way #PhotoPhridayKE #BettingBill #TurntReggaeThursdays #AskJimmyGait2017/2/17 07:34 EAT #trndnl https://t.co/6AyDQDZQ89""",,,,
939,ar,19.965379,41.453094,"""  #            """,,,,
940,en,0.69692,37.756029,""" #TheUntoldStory Governor Wycliffe Oparanya Bayern Pogba DP Ruto2017/2/17 07:34 EAT #trndnl https://t.co/6AyDQDZQ89""",,,,
941,ar,28.3500825,46.0327485,"""@osxama26     """,,,,
942,und,24.4542545,53.8377865,"""""",,,,
943,en,-25.860881,28.1361405,"""Im so hungry right now... https://t.co/Kfnhg8tETo""",,,,
944,und,28.39854,36.614784,"""https://t.co/0f6Y2IKtds""",,,,
945,en,31.342253,34.9684285,""" David Friedman Senate American Jews Donald Trump Golan Heights2017/2/17 06:39 IST #trndnl https://t.co/Fx5RhnJKes""",,,,
946,und,-26.2761385,27.968098,"""Sir! https://t.co/siFvfcCAxb""",,,,
947,und,18.350106,42.7768635,"""@demah_44 @a_a0a_a @AlTamam @RTwit_1 @mohamedEladaros @algumaili_11 @we_AlyatH #_""",,,,
948,en,31.342253,34.9684285,""" #Iran Middle East ON NOW #COYS Jewish2017/2/17 06:39 IST #trndnl https://t.co/Fx5RhnJKes""",,,,
949,ar,30.9571165,41.0226445,"""      :{      }        """,,,,
950,en,-26.6728925,27.8649785,"""Brand new day !!!""",,,,
951,en,-1.2748635,36.86362,"""@jmuhando Haha! I've started polishing the shoes""",,,,
952,en,29.288416,48.075041,"""Fantastic article. This woman is a real traveler. https://t.co/KRuuPkZ5os""",,,,
953,en,8.585497,8.285245,""" #Save5mWithEnjoyLagos #ontopthrowaybackfridaywit #hurtbae Arsenal #mufc2017/2/17 05:34 WAT #trndnl https://t.co/RztqeSY2ZJ""",,,,
954,en,8.585497,8.285245,""" Zlatan Pogba Mark Clattenburg #Inspaya ROLL IT by BADMOS2017/2/17 05:34 WAT #trndnl https://t.co/RztqeSY2ZJ""",,,,
955,en,0.721065,36.0334665,"""Providing maximum security for your website#WhyIPreferSasaHost https://t.co/NyCZUcoT2I""",,,,
956,en,0.2892675,32.56916,"""Yooooo. Wama Spazie hire me I install virus on Dj ciza's laptop. Dead Laptop, No job https://t.co/kGeeuAin7h""",,,,
957,es,38.2752785,24.508861,"""OMG!Ese besotote entre #Mercy y #Joe ! #IAmOk """,,,,
958,en,-0.306764,36.093007,"""Wewe at @sasahost what we focus on is the customer satisfaction ... Join us today on https://t.co/O27NX5yUS9  #WhyIPreferSasaHost""",,,,
959,und,23.895049,53.65571,""" UAE National Sports Day       Premier League2017/2/17 08:34 GST""",,,,
960,en,-26.0197195,27.9574575,"""#rockeystreet industreetnight coming soon @ Randburg, Gauteng, South Africa https://t.co/z747HSpnJd""",,,,
961,ar,24.7219435,46.685077,"""                (     )""""""""",,,,
962,en,5.6231985,-0.1842935,"""Just posted a photo @ Accra, Ghana https://t.co/p8kUUcsECj""",,,,
963,en,-26.1427115,27.8742925,"""@MorningLiveSABC My question is, where was the Reserve Bank when all this happened? Heads must roll.""",,,,
964,tl,33.8733655,35.8495145,"""Wala si Maine sa barangay #ALDUBxDTBYin10Days""",,,,
965,en,-28.4794855,24.669943,""" #Dineo #SAFTAs11 #HurtBae Arsenal #DDProAm2017/2/17 06:39 SAST #trndnl https://t.co/I3Pws3WfVi""",,,,
966,en,-28.4794855,24.669943,""" #BanksCollusion Rand Competition Commission Competition - Your President Jacob Zuma2017/2/17 06:39 SAST https://t.co/I3Pws3WfVi""",,,,
967,ar,33.224875,43.6853045,"""                 https://t.co/NTfGcIXzK6""",,,,
968,ar,21.5857105,39.2541285,""" https://t.co/pDw8OGRLhY""",,,,
969,ar,27.5083335,41.68754,"""@7HS      """,,,,
970,ar,24.7219435,46.685077,"""                #_""",,,,
971,en,-26.2564215,27.875272,"""Ms Pru started the mix by playing Goosebumps""",,,,
972,und,23.895049,53.65571,"""@thatshaika why? :)""",,,,
973,ar,28.965098,48.1539515,"""@ShaikhaAlfouda3       """,,,,
974,en,-26.517679,31.462823,"""Now I'm sitting here watching God speaking to me sending me His love as I watch my 4 month old smile,giggle n smile some more """,,,,
975,ar,30.8326565,29.733514,"""   https://t.co/3Tn8pAQN3B""",,,,
976,ar,31.9800265,35.7070385,"""@Namii6ii                         .""",,,,
977,ar,26.3535915,49.9945455,"""         . """,,,,
978,en,-26.085862,28.24308,"""Be safe  https://t.co/F8uqmUS23E""",,,,
979,it,-0.1035735,34.794477,"""Mapenzi.....@Ericketer8 @radiomaisha @Alex_Mwakideu @WesleyTheeDj #maishaconcertfriday #MaishaConcertFriday""",,,,
980,ar,30.9571165,41.0226445,"""                  (     )""",,,,
981,en,-28.4794855,24.669943,"""Correct because #JZ783 spent millions of taxpayers money to stay out of court for 783 counts of #corruption against https://t.co/UtTS32bySD""",,,,
982,und,23.523078,45.113681,"""https://t.co/zntawWwvLL""",,,,
983,en,-25.988404,28.103551,"""Jazz Friday.""",,,,
984,en,-25.988404,28.103551,"""Happy Birthday you special humxn  I hope you have a lovely day filled with love and smiles  I love you  https://t.co/FN9KktkcF0""",,,,
985,und,-25.7526055,28.1840665,""" https://t.co/qAKHilvFor""",,,,
986,en,-33.8697605,25.560511,"""@amliveonsafm @GwalaBnews If the banks are found guilty they must pay a heavy price #Amlive""",,,,
987,ar,29.2948815,48.0452355,"""                 """,,,,
988,und,23.523078,45.113681,""" #____ #___ #___ #_ #__""",,,,
989,ar,23.523078,45.113681,"""      #_ #__ #__""",,,,
990,ht,33.8733655,35.8495145,"""#__ bithada hayala wahad minkoun ybarhin ino hassan taba3koun lebnene el assel w yali byilha2o bkoun mitlo""",,,,
991,ar,28.3500825,46.0327485,"""     .""",,,,
992,ar,23.523078,45.113681,"""                        """,,,,
993,ar,27.5083335,41.68754,"""@i_BANDER_   """,,,,
994,en,-34.196116,22.038883,"""@@THEnergyNet Thank you for following me! Blessings and prosperity to you from Mosselbay in sunny South Africa!""",,,,
995,ar,26.3535915,49.9945455,"""         .""",,,,
996,en,-29.900636,30.9725795,"""Friendship is like vitamins, we supplement each other's minimum daily requirements.""",,,,
997,en,-34.067998,18.5956525,"""You've been challenged by @AdvDali_Mpofu to repeat the accusations you said about him outside of #Parliament within 48HRS @ButiManamela""",,,,
998,ar,24.8936935,51.3649825,"""               """,,,,
999,ar,21.5857105,39.2541285,"""      #_ https://t.co/o9ww3npyw3""",,,,
1000,en,23.895049,53.65571,"""Why does he speak as if he's talking to a child? https://t.co/IBmyaBYGDz""",,,,
1001,und,24.201688,47.457722,"""https://t.co/knyiFJmgu8""",,,,
1002,und,-26.085862,28.24308,"""Yes  https://t.co/Yx0ElPaDmD""",,,,
1003,und,29.199437,48.076752,"""Gm """,,,,
1004,ar,21.5857105,39.2541285,"""         _ /       74   """,,,,
1005,ar,21.5857105,39.2541285,"""@Sultan1391M   """,,,,
1006,en,-33.887811,18.5536595,"""@nealcol @BafanaBafana would we cope with German discipline and precision? Matheuss?""",,,,
1007,en,-33.022014,27.8575825,"""Be naked under all those clothes https://t.co/C6FF5o46Jk""",,,,
1008,ar,21.5857105,39.2541285,"""         .""",,,,
1009,und,23.523078,45.113681,"""https://t.co/oyijaj6QWQ""",,,,
1010,und,26.928042,49.684975,"""#Sehwan https://t.co/ojyBp8dIjn""",,,,
1011,pt,-0.067814,37.905184,"""Propesa team : Our name Propesa means professor. #HangOutFriday @Amina_Kenya @Ian_Wafula https://t.co/qspyGKAu3I""",,,,
1012,en,-22.3426325,24.6844085,"""Maybe some are potential employers https://t.co/gkk4jUV7FZ""",,,,
1013,ar,19.965379,41.453094,"""         6:00  beIN SPROT     .""",,,,
1014,ar,25.952302,50.5738735,"""     !                 :)""",,,,
1015,en,-26.058708,28.060613,"""You can know Gods heart by reading His Word.""",,,,
1016,en,-25.860881,28.1361405,"""The videos ive seen so far are very scary  https://t.co/I73ntHgtIt""",,,,
1017,tr,38.9566025,35.24322,"""Blackberry'de hala whatsapp kullanabilen varm?""",,,,
1018,en,-1.2748635,36.86362,"""Ghanian singer @RockyDawuni will be live on @y254channel shortly with the super  @PierraM @FridahDharif for the latest with his AFRO music!""",,,,
1019,ar,23.895049,53.65571,"""(   )     #""",,,,
1020,und,6.2448775,7.0019215,"""https://t.co/yYjhtshAPQ""",,,,
1021,en,33.50961,-7.5855165,"""Grand JEDDAH / INDIGO RESORTS / Green PALMS / LARGEST PISCINES / REST ( ARABIAN SEA FOODS ) High SAUDI ARABIAN RES https://t.co/J2q8g2hy9a""",,,,
1022,und,36.7911585,34.580786,"""#mersinescort #mersinsex #mersinmasaj #mersinbayan #mersin #adanaescort #adanabayan #adanasex (@ Pozcu) https://t.co/1UKz553ovS""",,,,
1023,tl,-4.100005,39.6514255,"""@bonfaceatanasi4 @aggywamukoya @carol_merab @ChombaVeroh @martha_dama @msupaBesh @TNakhumicha @vincentateya Mtoto si nguo utaomba mtu. Good""",,,,
1024,en,-29.900636,30.9725795,"""You can feel the vibe as you wake up @ShoeshoeQhu abomakhelwane plays loud music and drinks for everyone""",,,,
1025,en,-1.2748635,36.86362,"""The scoop is just getting bigger and better. @ADELLEO @ShaffieWeru @UncleChimTuna #TheBigScoop https://t.co/AYznhNmfPG""",,,,
1026,en,-33.460302,18.7233185,"""#CSLewisSaid:Do not waste time bothering whether you love your neighbor; act as if you did.""""""""",,,,
1027,pt,-11.2079395,17.835707,""" muito sono para uma pessoa s """,,,,
1028,en,-26.364,28.1653135,"""Remember, pride goes down before a fall.""",,,,
1029,ar,27.127908,49.556,"""#__         2030          """,,,,
1030,ar,33.8733655,35.8495145,"""               https://t.co/U5qtAw2rsR""",,,,
1031,en,-34.1216575,18.4890615,"""Growth in career field is the best motivation to keep you focused! Finally, its official I'm a full member OWSD. https://t.co/ym6Xa0hlQg""",,,,
1032,en,-1.2748635,36.86362,"""cont...These statistics support the narrative of the urban informal settlements being hubs for job seekers migrating... #OneCityOnePeople""",,,,
1033,tr,36.89007,30.680889,"""I'm at Harika Simit in Konyaalt, Antalya https://t.co/sygNoS4ITw""",,,,
1034,ar,27.017277,41.2337005,"""          """,,,,
1035,es,28.213585,-16.7581765,"""Cuando te quedas hasta las tantas opinando sobre la variedad de cosas que te encuentras en 4chan.""",,,,
1036,en,-1.2748635,36.86362,"""I suppose you mean, loyalty... but the point is taken! https://t.co/IiwBYSozAC""",,,,
1037,ar,21.389833,39.8016865,"""              #_""",,,,
1038,en,-25.7526055,28.1840665,"""I am worried about people back home in Limpopo May Dineo lose her strength before she hurts more people """,,,,
1039,en,-29.971378,30.8856895,"""Stop trying to fit in when you were born to stand out.Morning """,,,,
1040,ht,-26.058708,28.060613,"""Lmao @Blackflava @walker8701 https://t.co/mWjqdE1McZ""",,,,
1041,und,-22.3426325,24.6844085,""". https://t.co/LVic6agUzq""",,,,
1042,und,33.224875,43.6853045,"""https://t.co/ZHKkktPdQx""",,,,
1043,ar,23.895049,53.65571,"""      """,,,,
1044,und,-26.300067,28.338124,"""#digitalstrategy https://t.co/yM2jvfJ7qx""",,,,
1045,ar,21.5857105,39.2541285,"""                 """,,,,
1046,en,-26.058708,28.060613,"""I'mma get right witcha""",,,,
1047,en,-29.900636,30.9725795,"""A beautiful day is about to be ruined by me going to work""",,,,
1048,en,-18.7785725,46.837762,"""Fake news? https://t.co/2ax6DlcHNy""",,,,
1049,en,-26.058708,28.060613,"""When you fellowship with Him, you have His divine protection.""",,,,
1050,ar,29.596249,31.570606,"""@AlMasryAlYoum https://t.co/bFYtAK8l1d        /     01110403561""",,,,
1051,en,-26.2761385,27.968098,"""you people didn't wish my mom a happy birthday so you can go fuck yourself with a hammer in your anus. good day. """,,,,
1052,und,15.316211,30.3309045,"""OMG  https://t.co/BGtFHZCnhI""",,,,
1053,in,-29.9073,30.88791,"""@ukhozi_fm #VMBS hola masosha yentan' intoyenu sitolalela tsina balaleli beledo""",,,,
1054,ar,29.596249,31.570606,"""@_1llQ @islamic_pic """,,,,
1055,en,23.895049,53.65571,"""One of my favourite dishes in Singapore Mee SiamSweet, tangy, savoury and just a little https://t.co/UUgoH7LGDB""",,,,
1056,ar,31.342382,31.7678535,"""           .!""",,,,
1057,en,-0.306764,36.093007,"""2017 everything, and every business is going online, get a fully developed website from us at only 15k  #WhyIPreferSasaHost""",,,,
1058,und,23.523078,45.113681,"""https://t.co/v7T5Gwbp7V""",,,,
1059,en,9.0427605,8.6716155,"""We dey wake people wey no mata wetin dey happen dem dey still dey enjoy demsef... #UnaWakeUpShow https://t.co/ZMHuBWXc0r""",,,,
1060,ar,24.7219435,46.685077,"""    #_31          ..""",,,,
1061,ar,28.965098,48.1539515,"""@ShaikhaAlfouda3   """,,,,
1062,in,6.590611,3.318066,"""Fokof https://t.co/U9Il202aF5""",,,,
1063,en,-1.3026795,36.884791,"""Buy any package on shared hosting and get a 10% discount #WhyIPreferSasaHost @sasahost https://t.co/CybYBwowrV""",,,,
1064,ar,28.965098,48.1539515,"""I'm at   https://t.co/m8c9HJOdYf""",,,,
1065,ar,21.5857105,39.2541285,"""     https://t.co/F2WIReWGuG""",,,,
1066,en,-28.419315,32.1984835,"""Samsung Galaxy Note 7, Ford Kuga, Dineo.. it keeps getting worse""",,,,
1067,ar,29.634341,32.347421,"""@ieuxGIQ16Cifget  https://t.co/99N9ERYhNL""",,,,
1068,ar,21.5857105,39.2541285,"""@VodafoneEgypt """,,,,
1069,ar,26.5924875,37.9435105,"""@___badr    ~    ~     ~     """,,,,
1070,ar,24.8936935,51.3649825,"""                   """,,,,
1071,en,0.721065,36.0334665,"""#WhyIPreferSasaHost it's the day to shop till you drop. only @sasahost https://t.co/MEc2ESLdSK""",,,,
1072,en,-22.3426325,24.6844085,"""God bless my hustle. """,,,,
1073,en,-25.703477,27.22775,"""Straight up. It doesn't need to be a permanent thing though but it is needed https://t.co/LTitK2htnQ""",,,,
1109,en,-26.2564215,27.875272,"""It really is unfair for #Dineo to attack Azwindini when Backlez is from North West """,,,,
1074,en,-34.196116,22.038883,"""@MikeCookAuthor Thank you for you for following me.Blessings and prosperity to you from Mosselbay in sunny South Africa!""",,,,
1075,ar,27.127908,49.556,"""#__    """,,,,
1076,ar,18.350106,42.7768635,"""   :               """,,,,
1077,ar,21.5857105,39.2541285,"""@alisawieWael #_  """,,,,
1078,und,31.342253,34.9684285,"""@meet562211 https://t.co/FGkpW897gF""",,,,
1079,en,4.82463,7.0312755,"""Babe... We have date.. don't forget ooo @mareeyama""",,,,
1080,ar,29.596249,31.570606,"""  """,,,,
1081,ar,29.7858635,42.2695515,""" #      https://t.co/bMxkXhx23B""",,,,
1082,ar,23.523078,45.113681,"""                """,,,,
1083,en,-33.022014,27.8575825,"""Feel like a zombie could do with an hour or two of sleep""",,,,
1084,und,24.7219435,46.685077,"""https://t.co/6kL5wn2F1K""",,,,
1085,en,-29.6185035,31.107877,"""Yay, it's #Friday. Oh wait, that makes no difference in my life""",,,,
1086,en,-26.2761385,27.968098,"""Swim good. American wedding. Novacane https://t.co/w5NU46ixzG""",,,,
1087,en,-25.860881,28.1361405,"""Got tapeworms lol  https://t.co/hEf5XIYLbb""",,,,
1088,ar,30.8326565,29.733514,"""@bayader2004                 """,,,,
1089,en,24.934458,39.4191155,"""MasyaAllah, thank you my student, ikmal:) https://t.co/qyZ0aHRglw""",,,,
1090,en,-25.7526055,28.1840665,"""@Powerfm987 #PowerBreakfast Since there's a cry over Gopane's poverty, let the statue be erected by the community, not any outside Gopane's.""",,,,
1091,en,-26.2761385,27.968098,"""Dineo depriving us good cute things to look at https://t.co/RW3obsCS0t""",,,,
1092,und,26.928042,49.684975,"""#Sehwan https://t.co/wkispxKgy7""",,,,
1093,ar,31.280563,37.1219335,"""@ahod7272      https://t.co/cMVhex8xZg""",,,,
1094,en,-34.1216575,18.4890615,"""Whoaw!!!!!  https://t.co/Gb9faPZyz7""",,,,
1095,tr,37.0847845,39.213835,"""CUM AKAMINIZ HAYIRLARA VESLE OLSUN .. https://t.co/3HwmleOviI""",,,,
1096,und,23.523078,45.113681,"""https://t.co/hkMNXG2ii3""",,,,
1097,ar,28.3500825,46.0327485,"""@osxama26   """,,,,
1098,ar,24.8936935,51.3649825,"""       . .      . .""",,,,
1099,en,-26.2564215,27.875272,"""My God is awesome""",,,,
1100,en,-28.4794855,24.669943,"""#JZ783 even appointed people supporting him in the #NPA so they will not prosecute him for these 783 counts! https://t.co/4pSTDfS2KM""",,,,
1101,und,29.288416,48.075041,"""     @ Salw, Al 'imah, https://t.co/u34dut0WAE""",,,,
1102,en,0.2186415,32.437998,"""Lmfao. This fella didn't think now he got a court case. Filimu etandika butandisi.""",,,,
1103,en,-1.2748635,36.86362,"""Cont... from the rural to urban  reas to Seek more opportunities #OneCityOnePeople""",,,,
1104,en,4.82463,7.0312755,"""Me in 2015...  https://t.co/TOKE5VvMfV""",,,,
